spectrum_id,name,category,description,source,saved_utc,archived,band_index,band_center_nm,reflectance,valid,source_id,standard_deviation,contributors
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,116,2274.1732283464567,0.47085946019457536,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,117,2290.1574803149606,0.47216790523732327,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,118,2306.1417322834645,0.4730969377356228,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,119,2322.1259842519685,0.4737437021550397,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,120,2338.1102362204724,0.47418524575487325,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,121,2354.0944881889764,0.47448089519453235,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,122,2370.0787401574803,0.4746750789360188,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,123,2386.0629921259842,0.4748002001838443,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,124,2402.047244094488,0.47487930015788815,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,125,2418.031496062992,0.47492836706927566,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,126,2434.015748031496,0.47495823493728895,1,,,[]
demo-0,Meadow grass,Vegetation,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,127,2450.0,0.4749760774232838,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,0,420.0,0.11,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,1,435.98425196850394,0.11165354330708661,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,2,451.9685039370079,0.11330708661417323,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,3,467.9527559055118,0.11496062992125984,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,4,483.93700787401576,0.11661417322834647,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,5,499.9212598425197,0.11826771653543308,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,6,515.9055118110236,0.1199212598425197,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,7,531.8897637795276,0.12157480314960631,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,8,547.8740157480315,0.12322834645669292,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,9,563.8582677165355,0.12488188976377954,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,10,579.8425196850394,0.12653543307086615,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,11,595.8267716535433,0.12818897637795276,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,12,611.8110236220473,0.12984251968503938,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,13,627.7952755905512,0.131496062992126,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,14,643.7795275590552,0.1331496062992126,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,15,659.7637795275591,0.13480314960629922,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,16,675.748031496063,0.13645669291338583,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,17,691.732283464567,0.13811023622047244,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,18,707.7165354330709,0.13976377952755906,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,19,723.7007874015749,0.14141732283464567,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,20,739.6850393700788,0.14307086614173228,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,21,755.6692913385828,0.14472440944881892,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,22,771.6535433070867,0.14637795275590554,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,23,787.6377952755906,0.14803149606299215,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,24,803.6220472440945,0.14968503937007874,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,25,819.6062992125984,0.15133858267716538,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,26,835.5905511811023,0.15299212598425196,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,27,851.5748031496063,0.1546456692913386,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,28,867.5590551181102,0.15629921259842522,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,29,883.5433070866142,0.15795275590551183,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,30,899.5275590551181,0.15960629921259842,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,31,915.511811023622,0.16125984251968503,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,32,931.496062992126,0.16291338582677165,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,33,947.4803149606299,0.1645669291338583,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,34,963.4645669291339,0.16622047244094487,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,35,979.4488188976378,0.1678740157480315,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,36,995.4330708661417,0.1695275590551181,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,37,1011.4173228346457,0.17118110236220474,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,38,1027.4015748031497,0.17283464566929135,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,39,1043.3858267716537,0.17448818897637797,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,40,1059.3700787401576,0.17614173228346458,1,,,[]
demo-1,Dry mineral soil,Soil,Illustrative synthetic spectrum. Not a measured material signature.,HELMET synthetic collection,,0,41,1075.3543307086616,0.1777952755905512,1,,,[]
